live/beta,desease,status,model_output,symptoms
beta,Pulmonary,pass,"Pulmonary, PE","Short of breath, Fever, Days, Cough, COPD (Chronic obstructive pulmonary disease), Age<60, FH (Familial history), Pleural Rub, HR>100 (heart rate greater than 100), O2sat < 90 (oxygen saturation level is less than 90), T>100.4 (temperature is greater than 100.4)"
beta,Ischemia,pass,"Ischemia, Infarct","Radiates, Nitrate relief, Gripping, Heaviness, CAD (Coronary artery disease), Age>65, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,CHF,pass,"CHF, Ischemia","Heaviness, Subacute, Tightness, Gradual, Infarct, Age<50, HTN (Hypertension), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Rales, S3"
beta,AS/AI,pass,"AS/AI, Ischemia","Months, Syncope, Nitrate relief, Diffuse, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HLD (Hyperlipidemia), CTA (Computed Tomography Angiography), Diaphoresis, HR>100 (heart rate greater than 100), Murmur Diastolic"
beta,MS,pass,"MS, GI","Sharp, Fleeting, Improvement with Bending, Right side, Musculoskeletal, Age<50, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Ischemia,pass,"Infarct, Ischemia","Radiates, Left arm, Persistent, Gradual, Infarct, Age<40, HLD (Hyperlipidemia), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,MS,pass,"MS, Pericarditis","Improvement with Bending, Persistent, Days, Seconds, Musculoskeletal, Age<20, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Ischemia,pass,"Ischemia, Infarct","Pressure, Intermittent, Left side, Persistent, CAD (Coronary artery disease), Age<60, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Aortic Dissection,pass,"Aortic Dissection, Pericarditis","Persistent, Pressure, Onset at rest, Squeezing, CTD (connective tissue disease), Age<30, HLD (Hyperlipidemia), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), HR>100 (heart rate greater than 100), Murmur Diastolic"
beta,Aortic Dissection,pass,"Aortic Dissection, Infarct","Heaviness, Onset at rest, Central, Persistent, CTD (connective tissue disease), Age<30, DM (Diabetes mellitus), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), Murmur Diastolic"
beta,Infarct,pass,"Infarct, Ischemia","Nausea, Sweating, Short of breath, Dull, Infarct, Age<60, DM (Diabetes mellitus), Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,PE,pass,"PE, Pericarditis","Sudden, Pressure, Burning, Sharp, Coagulopathy, Age<30, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), R S3, Sbp< 100 (systolic blood pressure is less than 100), O2sat < 90 (oxygen saturation level is less than 90)"
beta,Aortic Dissection,pass,"Aortic Dissection, Infarct","Tightness, Diffuse, Central, Sudden, CTD (connective tissue disease), Age<50, FH (Familial history), Un= pulses (unequal pulse), BP differential, Diaphoresis, HR>100 (heart rate greater than 100)"
beta,MS,pass,"MS, GI","Ache, Persistent, Stabbing, Hours, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,PE,pass,"PE, Pulmonary","Stabbing, Short of breath, Sudden, Persistent, Coagulopathy, Age<40, Calf pain/swell, HR>100 (heart rate greater than 100), Pleural Rub, R S3, Diaphoresis"
beta,Ischemia,pass,"Infarct, Ischemia","Persistent, Left arm, Jaw, Dull, CAD (Coronary artery disease), Age<60, CP1Day (cytopathologists), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,GI,pass,"GI, Eso rupture","Boring, Central, Ache, Vomiting, G.I. (gastrointestinal), Age<40, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,MS,pass,"MS, CHF","Right side, Tender, Days, Stabbing, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Infarct,fail,"Eso rupture, Aortic Dissection","Radiates, Onset at rest, Persistent, Pressure, CAD (Coronary artery disease), Age<60, CP1Day (cytopathologists), Diaphoresis, Sbp>140 (systolic blood pressure is greater than 140), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Ischemia,pass,"Infarct, Ischemia","Pressure, Diffuse, Central, Jaw, Infarct, Age<30, FH (Familial history), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Ischemia,pass,"Infarct, Ischemia","Onset at rest, Jaw, Left side, Nausea, Infarct, Age<30, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,GI,pass,"GI, Eso rupture","Acid reflux, Stomach, Burning, Pressure, G.I. (gastrointestinal), Age<30, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Radiating to Back, Ripping, Throat, Boring, Esophagus, Age>65, Trauma, Abd tender (Abdominal tender), RR>20 (respiratory rate is greater than 20), Sbp< 100 (systolic blood pressure is less than 100), HR>100 (heart rate greater than 100)"
beta,Pulmonary,pass,"Pulmonary, PE","Short of breath, Gradual, Cough, Days, COPD (Chronic obstructive pulmonary disease), Age<20, HLD (Hyperlipidemia), Diaphoresis, RR>20 (respiratory rate is greater than 20), T>100.4 (temperature is greater than 100.4), Pleural Rub"
beta,MS,pass,"MS, CHF","Intermittent, Weeks, Stabbing, Hours, Musculoskeletal, Age<60, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,AS/AI,pass,"AS/AI, GI","Weeks, Months, Squeezing, Dull, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<30, HTN (Hypertension), Murmur systolic, CTA (Computed Tomography Angiography), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pulmonary,pass,"Pulmonary, Pericarditis","Gradual, Fever, Days, Subacute, COPD (Chronic obstructive pulmonary disease), Age<40, CP1Day (cytopathologists), Pleural Rub, Diaphoresis, HR>100 (heart rate greater than 100), T>100.4 (temperature is greater than 100.4)"
beta,Ischemia,pass,"Ischemia, Infarct","Diffuse, Dull, Jaw, Intermittent, Infarct, Age<50, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,MS,pass,"MS, GI","Minutes, Right side, Sharp, Positional, Musculoskeletal, Age<60, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,AS/AI,pass,"AS/AI, CHF","Short of breath, Exertional, Dull, Tightness, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HTN (Hypertension), S3, Diaphoresis, Low carotid puls, Rales"
beta,Ischemia,pass,"Ischemia, Infarct","Heaviness, Gripping, Central, Gradual, CAD (Coronary artery disease), Age<40, TOB (Tobacco), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Severe, Ripping, Tender, Splitting, Esophagus, Age<50, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Diaphoresis, HR>100 (heart rate greater than 100), Abd tender (Abdominal tender)"
beta,AS/AI,pass,"AS/AI, CHF","Squeezing, Weeks, Exertional, Syncope, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<30, HLD (Hyperlipidemia), S3, Murmur Diastolic, Rales, CTA (Computed Tomography Angiography)"
beta,Eso rupture,pass,"Eso rupture, PE","Stabbing, Jaw, Dysphagia, Sudden, Hx ESO, Age<20, CP1Day (cytopathologists), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100), Abd tender (Abdominal tender), HR>100 (heart rate greater than 100)"
beta,PE,pass,"PE, Aortic Dissection","Sudden, Sharp, Radiates, Persistent, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age<60, Bed ridden, RR>20 (respiratory rate is greater than 20), Sbp< 100 (systolic blood pressure is less than 100), O2sat < 90 (oxygen saturation level is less than 90), HR>100 (heart rate greater than 100)"
beta,MS,pass,"MS, GI","Days, Improvement with Bending, Right side, Hours, Musculoskeletal, Age<50, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Pericarditis,pass,"Pericarditis, Pulmonary","Days, Gradual, Stabbing, Pressure, Auto immune, Age<20, CP1Day (cytopathologists), T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters), Diaphoresis, Pericardial rub"
beta,CHF,pass,"CHF, AS/AI","Cough, Tightness, Subacute, Nitrate relief, CHF (congestive heart failure), Age<40, CP1Day (cytopathologists), HR>100 (heart rate greater than 100), Edema, RR>20 (respiratory rate is greater than 20), Sbp>140 (systolic blood pressure is greater than 140)"
beta,CHF,pass,"Pulmonary, CHF","Short of breath, Cough, Exertional, Heaviness, CAD (Coronary artery disease), Age<30, CP1Day (cytopathologists), Sbp>140 (systolic blood pressure is greater than 140), HR>100 (heart rate greater than 100), Diaphoresis, JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Persistent, Sudden, Gripping, Radiates, CTD (connective tissue disease), Age>65, TOB (Tobacco), BP differential, Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pulmonary,pass,"Pulmonary, PE","Fever, Gradual, Days, Cough, COPD (Chronic obstructive pulmonary disease), Age>65, TOB (Tobacco), HR>100 (heart rate greater than 100), T>100.4 (temperature is greater than 100.4), Pleural Rub, Diaphoresis"
beta,Pericarditis,pass,"Pericarditis, CHF","Subacute, Gradual, Positional, Tightness, Auto immune, Age>65, CP1Day (cytopathologists), JVD> 4cm (jugular venous distension greater than 4 centimeters), HR>100 (heart rate greater than 100), RR>20 (respiratory rate is greater than 20), Diaphoresis"
beta,Ischemia,pass,"Infarct, Ischemia","Left arm, Severe, Dull, Sweating, Infarct, Age>65, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,Pulmonary,pass,"Pulmonary, PE","Cough, Persistent, Short of breath, Gradual, COPD (Chronic obstructive pulmonary disease), Age<60, GreaterCRF's (Chronic renal failure), RR>20 (respiratory rate is greater than 20), O2sat < 90 (oxygen saturation level is less than 90), T>100.4 (temperature is greater than 100.4), Pleural Rub"
beta,PE,pass,"PE, MS","Sharp, Hours, Intermittent, Burning, Coagulopathy, Age<60, Calf pain/swell, HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), R S3, RR>20 (respiratory rate is greater than 20)"
beta,MS,pass,"MS, PE","Tender, Hours, Sharp, Persistent, Musculoskeletal, Age<40, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,GI,pass,"GI, MS","Retrosternal, Right side, Ache, Stomach, G.I. (gastrointestinal), Age<50, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,Aortic Dissection,pass,"Aortic Dissection, Eso rupture","Radiates, Boring, Squeezing, Severe, CTD (connective tissue disease), Age>65, HTN (Hypertension), Diaphoresis, Sbp< 100 (systolic blood pressure is less than 100), BP differential, Un= pulses (unequal pulse)"
beta,Eso rupture,pass,"Eso rupture, Aortic Dissection","Persistent, Splitting, Radiates, Sweating, Crepitus, Age<20, Trauma, RR>20 (respiratory rate is greater than 20), Sbp< 100 (systolic blood pressure is less than 100), Diaphoresis, Abd tender (Abdominal tender)"
beta,AS/AI,pass,"AS/AI, Pericarditis","Retrosternal, Subacute, Pressure, Weeks, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age<40, HLD (Hyperlipidemia), Diaphoresis, Murmur Diastolic, CTA (Computed Tomography Angiography), JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,Ischemia,fail,"Infarct, Eso rupture","Persistent, Sweating, Gradual, Severe, CAD (Coronary artery disease), Age<60, CP1Day (cytopathologists), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,PE,pass,"PE, Infarct","Short of breath, Onset at rest, Intermittent, Sudden, PE/DVT (Deep Vein Thrombosis and Pulmonary Embolism), Age<40, CP1Day (cytopathologists), Diaphoresis, R S3, HR>100 (heart rate greater than 100), RR>20 (respiratory rate is greater than 20)"
beta,Pulmonary,pass,"Pulmonary, Pericarditis","Short of breath, Gradual, Subacute, Persistent, COPD (Chronic obstructive pulmonary disease), Age<50, TOB (Tobacco), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), T>100.4 (temperature is greater than 100.4), Diaphoresis"
beta,MS,pass,"MS, CHF","Positional, Intermittent, Seconds, Sharp, Musculoskeletal, Age<50, CP1Day (cytopathologists), Point tender, Edema, Abd tender (Abdominal tender), S3"
beta,Ischemia,pass,"Infarct, Ischemia","Severe, Sweating, Onset at rest, Left arm, Infarct, Age>65, GreaterCRF's (Chronic renal failure), Diaphoresis, HR>100 (heart rate greater than 100), Sbp>140 (systolic blood pressure is greater than 140), RR>20 (respiratory rate is greater than 20)"
beta,GI,pass,"GI, Eso rupture","Burning, Stomach, Minutes, Gradual, G.I. (gastrointestinal), Age<20, CP1Day (cytopathologists), Abd tender (Abdominal tender), Un= pulses (unequal pulse), BP differential, HR>100 (heart rate greater than 100)"
beta,AS/AI,pass,"AS/AI, CHF","Squeezing, Weeks, Pressure, Months, AS/AI (Aortic Stenosis/Aortic Insufficiency), Age>65, HLD (Hyperlipidemia), S3, Murmur Diastolic, Rales, Murmur systolic"
beta,Infarct,pass,"Infarct, Ischemia","Short of breath, Dull, Minutes, Vomiting, Infarct, Age>65, CP1Day (cytopathologists), Sbp>140 (systolic blood pressure is greater than 140), Diaphoresis, HR>100 (heart rate greater than 100), CTA (Computed Tomography Angiography)"
beta,CHF,pass,"CHF, Infarct","Exertional, Heaviness, Cough, Tightness, CAD (Coronary artery disease), Age>65, HTN (Hypertension), Diaphoresis, Edema, JVD> 4cm (jugular venous distension greater than 4 centimeters), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pericarditis,pass,"Pericarditis, Ischemia","Left side, Gradual, Tightness, Retrosternal, Pericarditis, Age<60, CP1Day (cytopathologists), Pericardial rub, Diaphoresis, T>100.4 (temperature is greater than 100.4), RR>20 (respiratory rate is greater than 20)"
beta,Aortic Dissection,pass,"Aortic Dissection, Ischemia","Onset at rest, Heaviness, Retrosternal, Diffuse, Aortic dissection, Age<40, DM (Diabetes mellitus), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), Sbp>140 (systolic blood pressure is greater than 140), BP differential"
beta,Aortic Dissection,pass,"Aortic Dissection, Ischemia","Radiates, Retrosternal, Heaviness, Pressure, Aortic dissection, Age>65, GreaterCRF's (Chronic renal failure), Sbp>140 (systolic blood pressure is greater than 140), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100), BP differential"
beta,PE,pass,"PE, Eso rupture","Onset at rest, Sudden, Pressure, Stabbing, Coagulopathy, Age<50, Travel, O2sat < 90 (oxygen saturation level is less than 90), RR>20 (respiratory rate is greater than 20), HR>100 (heart rate greater than 100), Sbp< 100 (systolic blood pressure is less than 100)"
beta,Pericarditis,pass,"Pericarditis, Ischemia","Tightness, Gradual, Subacute, Severe, Pericarditis, Age>65, CP1Day (cytopathologists), RR>20 (respiratory rate is greater than 20), Pericardial rub, T>100.4 (temperature is greater than 100.4), JVD> 4cm (jugular venous distension greater than 4 centimeters)"
beta,Eso rupture,pass,"Pericarditis, Eso rupture","Burning, Tightness, Distress, Severe, CTD (connective tissue disease), Age>65, Trauma, RR>20 (respiratory rate is greater than 20), Sbp< 100 (systolic blood pressure is less than 100), Abd tender (Abdominal tender), HR>100 (heart rate greater than 100)"
beta,CHF,pass,"CHF, AS/AI","Cough, Exertional, Tightness, Nitrate relief, Infarct, Age>65, HTN (Hypertension), Edema, Sbp>140 (systolic blood pressure is greater than 140), Rales, RR>20 (respiratory rate is greater than 20)"
